i,k,f1
284,-1,0.937
285,1,0.768
285,5,0.866
285,10,0.86
285,25,0.853
285,50,0.861
285,-1,0.942
286,1,0.795
286,5,0.848
286,10,0.853
286,25,0.88
286,50,0.893
286,-1,0.952
287,1,0.741
287,5,0.755
287,10,0.871
287,25,0.891
287,50,0.885
287,-1,0.935
288,1,0.37
288,5,0.79
288,10,0.866
288,25,0.879
288,50,0.923
288,-1,0.928
289,1,0.707
289,5,0.825
289,10,0.865
289,25,0.898
289,50,0.884
289,-1,0.928
290,1,0.734
290,5,0.821
290,10,0.894
290,25,0.922
290,50,0.895
290,-1,0.937
291,1,0.554
291,5,0.824
291,10,0.837
291,25,0.905
291,50,0.907
291,-1,0.936
292,1,0.685
292,5,0.802
292,10,0.871
292,25,0.891
292,50,0.899
292,-1,0.941
293,1,0.843
293,5,0.852
293,10,0.875
293,25,0.891
293,50,0.894
293,-1,0.943
294,1,0.873
294,5,0.846
294,10,0.85
294,25,0.903
294,50,0.892
294,-1,0.928
295,1,0.826
295,5,0.81
295,10,0.88
295,25,0.902
295,50,0.914
295,-1,0.951
296,1,0.843
296,5,0.841
296,10,0.893
296,25,0.895
296,50,0.893
296,-1,0.948
297,1,0.646
297,5,0.893
297,10,0.892
297,25,0.911
297,50,0.875
297,-1,0.941
298,1,0.807
298,5,0.847
298,10,0.857
298,25,0.872
298,50,0.884
298,-1,0.934
299,1,0.75
299,5,0.847
299,10,0.911
299,25,0.922
299,50,0.918
299,-1,0.933
300,1,0.294
300,5,0.771
300,10,0.852
300,25,0.876
300,50,0.891
300,-1,0.943
301,1,0.684
301,5,0.851
301,10,0.888
301,25,0.907
301,50,0.903
301,-1,0.933
302,1,0.825
302,5,0.826
302,10,0.853
302,25,0.883
302,50,0.9
302,-1,0.935
303,1,0.64
303,5,0.838
303,10,0.891
303,25,0.918
303,50,0.903
303,-1,0.943
304,1,0.762
304,5,0.816
304,10,0.837
304,25,0.912
304,50,0.903
304,-1,0.942
305,1,0.67
305,5,0.753
305,10,0.842
305,25,0.888
305,50,0.904
305,-1,0.926
306,1,0.506
306,5,0.855
306,10,0.866
306,25,0.895
306,50,0.911
306,-1,0.935
307,1,0.786
307,5,0.872
307,10,0.867
307,25,0.875
307,50,0.9
307,-1,0.938
308,1,0.607
308,5,0.873
308,10,0.884
308,25,0.88
308,50,0.916
308,-1,0.954
309,1,0.784
309,5,0.867
309,10,0.874
309,25,0.899
309,50,0.898
309,-1,0.936
310,1,0.499
310,5,0.868
310,10,0.853
310,25,0.899
310,50,0.912
310,-1,0.924
311,1,0.686
311,5,0.848
311,10,0.889
311,25,0.896
311,50,0.896
311,-1,0.937
312,1,0.673
312,5,0.885
312,10,0.867
312,25,0.882
312,50,0.91
312,-1,0.939
313,1,0.825
313,5,0.855
313,10,0.881
313,25,0.898
313,50,0.904
313,-1,0.937
314,1,0.485
314,5,0.836
314,10,0.854
314,25,0.881
314,50,0.899
314,-1,0.938
315,1,0.645
315,5,0.785
315,10,0.84
315,25,0.887
315,50,0.916
315,-1,0.947
316,1,0.635
316,5,0.837
316,10,0.87
316,25,0.894
316,50,0.906
316,-1,0.933
317,1,0.721
317,5,0.845
317,10,0.868
317,25,0.887
317,50,0.898
317,-1,0.938
318,1,0.448
318,5,0.787
318,10,0.87
318,25,0.87
318,50,0.899
318,-1,0.928
319,1,0.711
319,5,0.838
319,10,0.874
319,25,0.889
319,50,0.891
319,-1,0.937
320,1,0.676
320,5,0.798
320,10,0.85
320,25,0.883
320,50,0.908
320,-1,0.948
321,1,0.736
321,5,0.773
321,10,0.845
321,25,0.871
321,50,0.908
321,-1,0.935
322,1,0.522
322,5,0.851
322,10,0.819
322,25,0.86
322,50,0.91
322,-1,0.95
323,1,0.849
323,5,0.732
323,10,0.889
323,25,0.906
323,50,0.915
323,-1,0.948
324,1,0.851
324,5,0.815
324,10,0.871
324,25,0.882
324,50,0.885
324,-1,0.946
325,1,0.596
325,5,0.878
325,10,0.895
325,25,0.91
325,50,0.899
325,-1,0.929
326,1,0.661
326,5,0.835
326,10,0.875
326,25,0.904
326,50,0.903
326,-1,0.935
327,1,0.81
327,5,0.872
327,10,0.872
327,25,0.897
327,50,0.907
327,-1,0.94
328,1,0.727
328,5,0.864
328,10,0.911
328,25,0.922
328,50,0.907
328,-1,0.935
329,1,0.616
329,5,0.883
329,10,0.905
329,25,0.895
329,50,0.891
329,-1,0.935
330,1,0.845
330,5,0.846
330,10,0.867
330,25,0.877
330,50,0.899
330,-1,0.937
331,1,0.669
331,5,0.762
331,10,0.767
331,25,0.847
331,50,0.886
331,-1,0.939
332,1,0.675
332,5,0.867
332,10,0.891
332,25,0.893
332,50,0.913
332,-1,0.931
333,1,0.679
333,5,0.845
333,10,0.89
333,25,0.879
333,50,0.884
333,-1,0.93
334,1,0.779
334,5,0.868
334,10,0.884
334,25,0.868
334,50,0.9
334,-1,0.945
335,1,0.653
335,5,0.849
335,10,0.861
335,25,0.885
335,50,0.877
335,-1,0.916
336,1,0.816
336,5,0.883
336,10,0.918
336,25,0.901
336,50,0.926
336,-1,0.94
337,1,0.736
337,5,0.857
337,10,0.899
337,25,0.904
337,50,0.902
337,-1,0.943
338,1,0.789
338,5,0.836
338,10,0.879
338,25,0.892
338,50,0.897
338,-1,0.938
339,1,0.633
339,5,0.848
339,10,0.869
339,25,0.905
339,50,0.912
339,-1,0.936
340,1,0.677
340,5,0.843
340,10,0.817
340,25,0.881
340,50,0.912
340,-1,0.947
341,1,0.704
341,5,0.823
341,10,0.886
341,25,0.906
341,50,0.893
341,-1,0.948
342,1,0.68
342,5,0.861
342,10,0.845
342,25,0.877
342,50,0.902
342,-1,0.942
343,1,0.692
343,5,0.78
343,10,0.861
343,25,0.869
343,50,0.905
343,-1,0.946
344,1,0.793
344,5,0.855
344,10,0.899
344,25,0.89
344,50,0.884
344,-1,0.926
345,1,0.63
345,5,0.86
345,10,0.883
345,25,0.896
345,50,0.911
345,-1,0.931
346,1,0.754
346,5,0.85
346,10,0.889
346,25,0.903
346,50,0.904
346,-1,0.933
347,1,0.613
347,5,0.855
347,10,0.872
347,25,0.885
347,50,0.902
347,-1,0.934
348,1,0.676
348,5,0.827
348,10,0.831
348,25,0.89
348,50,0.889
348,-1,0.94
349,1,0.21
349,5,0.833
349,10,0.863
349,25,0.899
349,50,0.895
349,-1,0.952
350,1,0.266
350,5,0.872
350,10,0.869
350,25,0.915
350,50,0.909
350,-1,0.936
351,1,0.799
351,5,0.844
351,10,0.861
351,25,0.894
351,50,0.892
351,-1,0.936
352,1,0.745
352,5,0.758
352,10,0.807
352,25,0.825
352,50,0.866
352,-1,0.923
353,1,0.627
353,5,0.843
353,10,0.857
353,25,0.88
353,50,0.882
353,-1,0.946
354,1,0.204
354,5,0.864
354,10,0.871
354,25,0.896
354,50,0.9
354,-1,0.942
355,1,0.722
355,5,0.842
355,10,0.882
355,25,0.898
355,50,0.892
355,-1,0.94
356,1,0.736
356,5,0.857
356,10,0.869
356,25,0.889
356,50,0.903
356,-1,0.934
357,1,0.746
357,5,0.871
357,10,0.895
357,25,0.913
357,50,0.926
357,-1,0.941
358,1,0.857
358,5,0.882
358,10,0.899
358,25,0.916
358,50,0.93
358,-1,0.948
359,1,0.738
359,5,0.857
359,10,0.866
359,25,0.89
359,50,0.911
359,-1,0.924
360,1,0.232
360,5,0.871
360,10,0.884
360,25,0.915
360,50,0.917
360,-1,0.946
361,1,0.606
361,5,0.854
361,10,0.883
361,25,0.9
361,50,0.905
361,-1,0.93
362,1,0.788
362,5,0.721
362,10,0.831
362,25,0.872
362,50,0.9
362,-1,0.941
363,1,0.738
363,5,0.839
363,10,0.852
363,25,0.873
363,50,0.917
363,-1,0.941
364,1,0.754
364,5,0.849
364,10,0.87
364,25,0.894
364,50,0.882
364,-1,0.938
365,1,0.755
365,5,0.858
365,10,0.869
365,25,0.872
365,50,0.884
365,-1,0.939
366,1,0.545
366,5,0.875
366,10,0.893
366,25,0.892
366,50,0.911
366,-1,0.943
367,1,0.764
367,5,0.864
367,10,0.805
367,25,0.87
367,50,0.905
367,-1,0.959
368,1,0.749
368,5,0.882
368,10,0.894
368,25,0.895
368,50,0.902
368,-1,0.939
369,1,0.66
369,5,0.865
369,10,0.862
369,25,0.881
369,50,0.907
369,-1,0.942
370,1,0.868
370,5,0.887
370,10,0.898
370,25,0.83
370,50,0.887
370,-1,0.941
371,1,0.751
371,5,0.861
371,10,0.869
371,25,0.901
371,50,0.916
371,-1,0.949
372,1,0.746
372,5,0.877
372,10,0.88
372,25,0.897
372,50,0.909
372,-1,0.935
373,1,0.664
373,5,0.865
373,10,0.856
373,25,0.897
373,50,0.913
373,-1,0.941
374,1,0.769
374,5,0.86
374,10,0.872
374,25,0.89
374,50,0.892
374,-1,0.943
375,1,0.577
375,5,0.816
375,10,0.846
375,25,0.87
375,50,0.892
375,-1,0.95
376,1,0.708
376,5,0.854
376,10,0.897
376,25,0.903
376,50,0.9
376,-1,0.941
377,1,0.69
377,5,0.852
377,10,0.884
377,25,0.916
377,50,0.896
377,-1,0.934
378,1,0.849
378,5,0.877
378,10,0.886
378,25,0.906
378,50,0.911
378,-1,0.938
379,1,0.82
379,5,0.852
379,10,0.878
379,25,0.878
379,50,0.905
379,-1,0.932
380,1,0.61
380,5,0.892
380,10,0.895
380,25,0.899
380,50,0.929
380,-1,0.942
381,1,0.804
381,5,0.852
381,10,0.888
381,25,0.874
381,50,0.904
381,-1,0.94
382,1,0.715
382,5,0.861
382,10,0.879
382,25,0.903
382,50,0.914
382,-1,0.944
383,1,0.541
383,5,0.868
383,10,0.908
383,25,0.902
383,50,0.921
383,-1,0.948
384,1,0.582
384,5,0.859
384,10,0.866
384,25,0.897
384,50,0.91
384,-1,0.926
385,1,0.613
385,5,0.806
385,10,0.869
385,25,0.877
385,50,0.897
385,-1,0.937
386,1,0.824
386,5,0.835
386,10,0.87
386,25,0.886
386,50,0.916
386,-1,0.943
387,1,0.748
387,5,0.871
387,10,0.902
387,25,0.882
387,50,0.899
387,-1,0.922
388,1,0.707
388,5,0.873
388,10,0.865
388,25,0.898
388,50,0.908
388,-1,0.947
389,1,0.362
389,5,0.867
389,10,0.898
389,25,0.877
389,50,0.886
389,-1,0.953
390,1,0.853
390,5,0.815
390,10,0.854
390,25,0.906
390,50,0.915
390,-1,0.949
391,1,0.691
391,5,0.838
391,10,0.86
391,25,0.882
391,50,0.912
391,-1,0.937
392,1,0.756
392,5,0.851
392,10,0.871
392,25,0.871
392,50,0.909
392,-1,0.938
393,1,0.585
393,5,0.786
393,10,0.842
393,25,0.871
393,50,0.885
393,-1,0.949
394,1,0.736
394,5,0.901
394,10,0.906
394,25,0.906
394,50,0.917
394,-1,0.93
395,1,0.766
395,5,0.867
395,10,0.851
395,25,0.868
395,50,0.886
395,-1,0.931
396,1,0.717
396,5,0.83
396,10,0.885
396,25,0.875
396,50,0.897
396,-1,0.945
397,1,0.49
397,5,0.885
397,10,0.859
397,25,0.872
397,50,0.886
397,-1,0.94
398,1,0.592
398,5,0.806
398,10,0.82
398,25,0.884
398,50,0.9
398,-1,0.957
399,1,0.717
399,5,0.871
399,10,0.895
399,25,0.915
399,50,0.911
399,-1,0.947
400,1,0.835
400,5,0.875
400,10,0.911
400,25,0.922
400,50,0.92
400,-1,0.932
401,1,0.71
401,5,0.834
401,10,0.89
401,25,0.891
401,50,0.914
401,-1,0.939
402,1,0.778
402,5,0.787
402,10,0.87
402,25,0.902
402,50,0.895
402,-1,0.947
403,1,0.844
403,5,0.844
403,10,0.875
403,25,0.903
403,50,0.877
403,-1,0.948
404,1,0.792
404,5,0.883
404,10,0.904
404,25,0.899
404,50,0.906
404,-1,0.939
405,1,0.611
405,5,0.819
405,10,0.87
405,25,0.889
405,50,0.905
405,-1,0.951
406,1,0.769
406,5,0.843
406,10,0.872
406,25,0.882
406,50,0.871
406,-1,0.95
407,1,0.643
407,5,0.898
407,10,0.901
407,25,0.9
407,50,0.908
407,-1,0.949
408,1,0.548
408,5,0.82
408,10,0.858
408,25,0.877
408,50,0.893
408,-1,0.936
409,1,0.794
409,5,0.851
409,10,0.851
409,25,0.902
409,50,0.91
409,-1,0.94
410,1,0.739
410,5,0.856
410,10,0.894
410,25,0.882
410,50,0.873
410,-1,0.935
411,1,0.597
411,5,0.867
411,10,0.893
411,25,0.901
411,50,0.896
411,-1,0.939
412,1,0.77
412,5,0.836
412,10,0.848
412,25,0.893
412,50,0.887
412,-1,0.94
413,1,0.767
413,5,0.823
413,10,0.863
413,25,0.89
413,50,0.903
413,-1,0.93
414,1,0.41
414,5,0.844
414,10,0.892
414,25,0.895
414,50,0.901
414,-1,0.921
415,1,0.733
415,5,0.841
415,10,0.835
415,25,0.871
415,50,0.877
415,-1,0.935
416,1,0.807
416,5,0.841
416,10,0.875
416,25,0.922
416,50,0.929
416,-1,0.945
417,1,0.404
417,5,0.813
417,10,0.857
417,25,0.91
417,50,0.934
417,-1,0.947
418,1,0.545
418,5,0.847
418,10,0.882
418,25,0.864
418,50,0.897
418,-1,0.947
419,1,0.637
419,5,0.865
419,10,0.918
419,25,0.892
419,50,0.903
419,-1,0.945
420,1,0.455
420,5,0.816
420,10,0.858
420,25,0.899
420,50,0.927
420,-1,0.952
421,1,0.758
421,5,0.835
421,10,0.859
421,25,0.891
421,50,0.895
421,-1,0.94
422,1,0.756
422,5,0.877
422,10,0.876
422,25,0.865
422,50,0.894
422,-1,0.951
423,1,0.652
423,5,0.848
423,10,0.881
423,25,0.882
423,50,0.904
423,-1,0.944
424,1,0.725
424,5,0.842
424,10,0.864
424,25,0.864
424,50,0.869
424,-1,0.933
425,1,0.712
425,5,0.863
425,10,0.896
425,25,0.903
425,50,0.899
425,-1,0.936
426,1,0.643
426,5,0.884
426,10,0.87
426,25,0.905
426,50,0.907
426,-1,0.945
427,1,0.661
427,5,0.876
427,10,0.886
427,25,0.889
427,50,0.886
427,-1,0.941
428,1,0.785
428,5,0.817
428,10,0.862
428,25,0.87
428,50,0.917
428,-1,0.939
429,1,0.681
429,5,0.868
429,10,0.885
429,25,0.895
429,50,0.891
429,-1,0.937
430,1,0.712
430,5,0.886
430,10,0.885
430,25,0.909
430,50,0.911
430,-1,0.946
431,1,0.847
431,5,0.859
431,10,0.878
431,25,0.898
431,50,0.906
431,-1,0.944
432,1,0.716
432,5,0.833
432,10,0.838
432,25,0.884
432,50,0.917
432,-1,0.944
433,1,0.774
433,5,0.816
433,10,0.857
433,25,0.89
433,50,0.905
433,-1,0.937
434,1,0.562
434,5,0.834
434,10,0.899
434,25,0.913
434,50,0.903
434,-1,0.928
435,1,0.56
435,5,0.806
435,10,0.847
435,25,0.891
435,50,0.898
435,-1,0.919
436,1,0.783
436,5,0.856
436,10,0.88
436,25,0.878
436,50,0.901
436,-1,0.915
437,1,0.848
437,5,0.883
437,10,0.892
437,25,0.886
437,50,0.91
437,-1,0.946
438,1,0.78
438,5,0.853
438,10,0.841
438,25,0.876
438,50,0.881
438,-1,0.925
439,1,0.193
439,5,0.878
439,10,0.889
439,25,0.918
439,50,0.912
439,-1,0.954
440,1,0.793
440,5,0.881
440,10,0.872
440,25,0.878
440,50,0.889
440,-1,0.936
441,1,0.738
441,5,0.858
441,10,0.87
441,25,0.883
441,50,0.897
441,-1,0.928
442,1,0.776
442,5,0.888
442,10,0.895
442,25,0.901
442,50,0.913
442,-1,0.94
443,1,0.621
443,5,0.828
443,10,0.877
443,25,0.899
443,50,0.904
443,-1,0.939
444,1,0.406
444,5,0.849
444,10,0.867
444,25,0.874
444,50,0.888
444,-1,0.932
445,1,0.784
445,5,0.832
445,10,0.841
445,25,0.893
445,50,0.912
445,-1,0.941
446,1,0.535
446,5,0.804
446,10,0.884
446,25,0.845
446,50,0.902
446,-1,0.947
447,1,0.376
447,5,0.883
447,10,0.9
447,25,0.899
447,50,0.883
447,-1,0.941
448,1,0.778
448,5,0.857
448,10,0.82
448,25,0.83
448,50,0.887
448,-1,0.933
449,1,0.422
449,5,0.847
449,10,0.857
449,25,0.915
449,50,0.92
449,-1,0.933
450,1,0.558
450,5,0.858
450,10,0.866
450,25,0.885
450,50,0.897
450,-1,0.95
451,1,0.603
451,5,0.802
451,10,0.854
451,25,0.886
451,50,0.902
451,-1,0.94
452,1,0.782
452,5,0.811
452,10,0.882
452,25,0.887
452,50,0.903
452,-1,0.927
453,1,0.308
453,5,0.828
453,10,0.847
453,25,0.9
453,50,0.917
453,-1,0.938
454,1,0.7
454,5,0.86
454,10,0.817
454,25,0.881
454,50,0.876
454,-1,0.932
455,1,0.802
455,5,0.803
455,10,0.805
455,25,0.883
455,50,0.886
455,-1,0.938
456,1,0.706
456,5,0.875
456,10,0.886
456,25,0.871
456,50,0.91
456,-1,0.941
457,1,0.327
457,5,0.859
457,10,0.863
457,25,0.886
457,50,0.898
457,-1,0.937
458,1,0.773
458,5,0.864
458,10,0.867
458,25,0.863
458,50,0.869
458,-1,0.935
459,1,0.836
459,5,0.826
459,10,0.827
459,25,0.874
459,50,0.902
459,-1,0.944
460,1,0.635
460,5,0.874
460,10,0.864
460,25,0.898
460,50,0.906
460,-1,0.932
461,1,0.426
461,5,0.796
461,10,0.851
461,25,0.906
461,50,0.906
461,-1,0.943
462,1,0.454
462,5,0.822
462,10,0.868
462,25,0.918
462,50,0.922
462,-1,0.949
463,1,0.532
463,5,0.841
463,10,0.831
463,25,0.915
463,50,0.922
463,-1,0.927
464,1,0.628
464,5,0.873
464,10,0.861
464,25,0.883
464,50,0.911
464,-1,0.923
465,1,0.608
465,5,0.844
465,10,0.852
465,25,0.885
465,50,0.888
465,-1,0.936
466,1,0.579
466,5,0.848
466,10,0.835
466,25,0.902
466,50,0.911
466,-1,0.95
467,1,0.594
467,5,0.865
467,10,0.883
467,25,0.88
467,50,0.9
467,-1,0.945
468,1,0.701
468,5,0.837
468,10,0.894
468,25,0.918
468,50,0.926
468,-1,0.949
469,1,0.592
469,5,0.837
469,10,0.849
469,25,0.899
469,50,0.9
469,-1,0.949
470,1,0.722
470,5,0.88
470,10,0.899
470,25,0.906
470,50,0.912
470,-1,0.94
471,1,0.662
471,5,0.868
471,10,0.885
471,25,0.902
471,50,0.904
471,-1,0.948
472,1,0.726
472,5,0.866
472,10,0.891
472,25,0.873
472,50,0.887
472,-1,0.935
473,1,0.553
473,5,0.851
473,10,0.877
473,25,0.893
473,50,0.895
473,-1,0.942
474,1,0.644
474,5,0.822
474,10,0.835
474,25,0.901
474,50,0.902
474,-1,0.945
475,1,0.82
475,5,0.861
475,10,0.88
475,25,0.893
475,50,0.918
475,-1,0.94
476,1,0.6
476,5,0.861
476,10,0.865
476,25,0.873
476,50,0.905
476,-1,0.939
477,1,0.611
477,5,0.763
477,10,0.866
477,25,0.895
477,50,0.9
477,-1,0.937
478,1,0.643
478,5,0.87
478,10,0.909
478,25,0.935
478,50,0.924
478,-1,0.949
479,1,0.85
479,5,0.879
479,10,0.899
479,25,0.887
479,50,0.892
479,-1,0.938
480,1,0.299
480,5,0.861
480,10,0.879
480,25,0.903
480,50,0.906
480,-1,0.953
481,1,0.746
481,5,0.823
481,10,0.88
481,25,0.899
481,50,0.916
481,-1,0.92
482,1,0.842
482,5,0.814
482,10,0.879
482,25,0.895
482,50,0.916
482,-1,0.945
483,1,0.71
483,5,0.795
483,10,0.874
483,25,0.917
483,50,0.908
483,-1,0.945
484,1,0.612
484,5,0.863
484,10,0.861
484,25,0.882
484,50,0.9
484,-1,0.938
485,1,0.757
485,5,0.84
485,10,0.836
485,25,0.89
485,50,0.894
485,-1,0.936
486,1,0.748
486,5,0.865
486,10,0.842
486,25,0.897
486,50,0.902
486,-1,0.938
487,1,0.606
487,5,0.807
487,10,0.867
487,25,0.88
487,50,0.903
487,-1,0.927
488,1,0.843
488,5,0.924
488,10,0.915
488,25,0.907
488,50,0.882
488,-1,0.93
489,1,0.756
489,5,0.815
489,10,0.876
489,25,0.864
489,50,0.905
489,-1,0.924
490,1,0.771
490,5,0.868
490,10,0.894
490,25,0.906
490,50,0.895
490,-1,0.94
491,1,0.684
491,5,0.809
491,10,0.843
491,25,0.878
491,50,0.908
491,-1,0.932
492,1,0.803
492,5,0.856
492,10,0.821
492,25,0.877
492,50,0.857
492,-1,0.941
493,1,0.479
493,5,0.776
493,10,0.848
493,25,0.871
493,50,0.886
493,-1,0.93
494,1,0.761
494,5,0.861
494,10,0.879
494,25,0.882
494,50,0.9
494,-1,0.936
495,1,0.478
495,5,0.85
495,10,0.883
495,25,0.893
495,50,0.907
495,-1,0.948
496,1,0.634
496,5,0.735
496,10,0.847
496,25,0.868
496,50,0.869
496,-1,0.931
497,1,0.805
497,5,0.852
497,10,0.869
497,25,0.879
497,50,0.889
497,-1,0.946
498,1,0.755
498,5,0.858
498,10,0.864
498,25,0.9
498,50,0.891
498,-1,0.939
499,1,0.735
499,5,0.83
499,10,0.894
499,25,0.921
499,50,0.916
499,-1,0.946
500,1,0.747
500,5,0.78
500,10,0.769
500,25,0.885
500,50,0.916
500,-1,0.951
501,1,0.606
501,5,0.832
501,10,0.865
501,25,0.882
501,50,0.913
501,-1,0.927
502,1,0.479
502,5,0.844
502,10,0.876
502,25,0.874
502,50,0.901
502,-1,0.931
503,1,0.469
503,5,0.837
503,10,0.868
503,25,0.891
503,50,0.904
503,-1,0.937
504,1,0.805
504,5,0.853
504,10,0.895
504,25,0.91
504,50,0.9
504,-1,0.938
505,1,0.735
505,5,0.828
505,10,0.877
505,25,0.905
505,50,0.905
505,-1,0.943
506,1,0.809
506,5,0.832
506,10,0.86
506,25,0.846
506,50,0.892
506,-1,0.935
507,1,0.729
507,5,0.822
507,10,0.863
507,25,0.891
507,50,0.924
507,-1,0.941
508,1,0.831
508,5,0.841
508,10,0.882
508,25,0.896
508,50,0.909
508,-1,0.942
509,1,0.768
509,5,0.822
509,10,0.829
509,25,0.841
509,50,0.903
509,-1,0.94
510,1,0.562
510,5,0.753
510,10,0.848
510,25,0.882
510,50,0.899
510,-1,0.953
511,1,0.226
511,5,0.723
511,10,0.811
511,25,0.874
511,50,0.914
511,-1,0.929
512,1,0.73
512,5,0.811
512,10,0.885
512,25,0.906
512,50,0.91
512,-1,0.941
513,1,0.56
513,5,0.79
513,10,0.885
513,25,0.899
513,50,0.908
513,-1,0.925
514,1,0.537
514,5,0.823
514,10,0.857
514,25,0.866
514,50,0.884
514,-1,0.934
515,1,0.672
515,5,0.881
515,10,0.883
515,25,0.876
515,50,0.883
515,-1,0.945
516,1,0.584
516,5,0.873
516,10,0.893
516,25,0.898
516,50,0.892
516,-1,0.927
517,1,0.773
517,5,0.915
517,10,0.906
517,25,0.899
517,50,0.909
517,-1,0.941
518,1,0.843
518,5,0.872
518,10,0.891
518,25,0.905
518,50,0.896
518,-1,0.952
519,1,0.511
519,5,0.886
519,10,0.902
519,25,0.916
519,50,0.928
519,-1,0.935
520,1,0.664
520,5,0.837
520,10,0.843
520,25,0.886
520,50,0.901
520,-1,0.956
521,1,0.66
521,5,0.82
521,10,0.851
521,25,0.864
521,50,0.883
521,-1,0.937
522,1,0.696
522,5,0.819
522,10,0.856
522,25,0.884
522,50,0.902
522,-1,0.94
523,1,0.684
523,5,0.822
523,10,0.886
523,25,0.92
523,50,0.915
523,-1,0.945
524,1,0.769
524,5,0.885
524,10,0.885
524,25,0.895
524,50,0.913
524,-1,0.945
525,1,0.778
525,5,0.788
525,10,0.865
525,25,0.911
525,50,0.918
525,-1,0.952
526,1,0.721
526,5,0.866
526,10,0.915
526,25,0.915
526,50,0.919
526,-1,0.947
527,1,0.553
527,5,0.858
527,10,0.872
527,25,0.895
527,50,0.889
527,-1,0.947
528,1,0.628
528,5,0.859
528,10,0.886
528,25,0.913
528,50,0.909
528,-1,0.941
529,1,0.832
529,5,0.874
529,10,0.907
529,25,0.89
529,50,0.906
529,-1,0.943
530,1,0.729
530,5,0.885
530,10,0.885
530,25,0.919
530,50,0.907
530,-1,0.932
531,1,0.493
531,5,0.822
531,10,0.887
531,25,0.892
531,50,0.905
531,-1,0.947
532,1,0.665
532,5,0.881
532,10,0.884
532,25,0.902
532,50,0.914
532,-1,0.953
533,1,0.808
533,5,0.838
533,10,0.886
533,25,0.861
533,50,0.891
533,-1,0.944
534,1,0.748
534,5,0.872
534,10,0.838
534,25,0.898
534,50,0.903
534,-1,0.943
535,1,0.718
535,5,0.886
535,10,0.88
535,25,0.899
535,50,0.909
535,-1,0.943
536,1,0.786
536,5,0.838
536,10,0.869
536,25,0.891
536,50,0.902
536,-1,0.935
537,1,0.464
537,5,0.858
537,10,0.893
537,25,0.906
537,50,0.885
537,-1,0.937
538,1,0.784
538,5,0.856
538,10,0.884
538,25,0.901
538,50,0.934
538,-1,0.95
539,1,0.811
539,5,0.805
539,10,0.84
539,25,0.87
539,50,0.907
539,-1,0.929
540,1,0.805
540,5,0.858
540,10,0.886
540,25,0.909
540,50,0.92
540,-1,0.939
541,1,0.821
541,5,0.874
541,10,0.874
541,25,0.903
541,50,0.903
541,-1,0.953
542,1,0.532
542,5,0.823
542,10,0.864
542,25,0.913
542,50,0.922
542,-1,0.941
543,1,0.778
543,5,0.817
543,10,0.845
543,25,0.876
543,50,0.878
543,-1,0.937
544,1,0.637
544,5,0.858
544,10,0.885
544,25,0.899
544,50,0.908
544,-1,0.945
545,1,0.809
545,5,0.837
545,10,0.876
545,25,0.903
545,50,0.906
545,-1,0.933
546,1,0.775
546,5,0.855
546,10,0.87
546,25,0.891
546,50,0.893
546,-1,0.932
547,1,0.782
547,5,0.892
547,10,0.862
547,25,0.908
547,50,0.907
547,-1,0.944
548,1,0.65
548,5,0.871
548,10,0.89
548,25,0.894
548,50,0.921
548,-1,0.929
549,1,0.835
549,5,0.885
549,10,0.894
549,25,0.878
549,50,0.893
549,-1,0.937
550,1,0.618
550,5,0.868
550,10,0.851
550,25,0.863
550,50,0.88
550,-1,0.939
551,1,0.792
551,5,0.837
551,10,0.874
551,25,0.889
551,50,0.901
551,-1,0.914
552,1,0.825
552,5,0.796
552,10,0.841
552,25,0.859
552,50,0.88
552,-1,0.949
553,1,0.741
553,5,0.835
553,10,0.887
553,25,0.921
553,50,0.906
553,-1,0.944
554,1,0.682
554,5,0.862
554,10,0.873
554,25,0.888
554,50,0.888
554,-1,0.952
555,1,0.558
555,5,0.87
555,10,0.823
555,25,0.918
555,50,0.925
555,-1,0.947
556,1,0.796
556,5,0.865
556,10,0.898
556,25,0.902
556,50,0.919
556,-1,0.942
557,1,0.583
557,5,0.79
557,10,0.852
557,25,0.892
557,50,0.889
557,-1,0.934
558,1,0.594
558,5,0.775
558,10,0.843
558,25,0.895
558,50,0.887
558,-1,0.933
559,1,0.756
559,5,0.836
559,10,0.847
559,25,0.901
559,50,0.903
559,-1,0.947
560,1,0.816
560,5,0.835
560,10,0.869
560,25,0.907
560,50,0.906
560,-1,0.943
561,1,0.735
561,5,0.87
561,10,0.89
561,25,0.906
561,50,0.919
561,-1,0.937
562,1,0.577
562,5,0.882
562,10,0.845
562,25,0.87
562,50,0.87
562,-1,0.937
563,1,0.357
563,5,0.783
563,10,0.909
563,25,0.895
563,50,0.893
563,-1,0.927
564,1,0.735
564,5,0.773
564,10,0.843
564,25,0.892
564,50,0.908
564,-1,0.934
565,1,0.523
565,5,0.833
565,10,0.87
565,25,0.903
565,50,0.917
565,-1,0.932
566,1,0.621
566,5,0.824
566,10,0.829
566,25,0.882
566,50,0.883
566,-1,0.933
567,1,0.844
567,5,0.857
567,10,0.902
567,25,0.9
567,50,0.92
567,-1,0.939
568,1,0.709
568,5,0.776
568,10,0.809
568,25,0.858
568,50,0.879
568,-1,0.934
569,1,0.825
569,5,0.877
569,10,0.879
569,25,0.884
569,50,0.902
569,-1,0.943
570,1,0.774
570,5,0.847
